universe,period,policy,n,win_rate,mean_5d,median_5d,beat_mkt_rate,mean_excess,cagr_gross,vol_ann,sharpe_gross,mdd_gross,worst_5d,action_switch_rate,compound_net10,compound_net30
KOSDAQ,STRESS_2025,ABS_UNCOND,45,0.6222222222222222,0.010250264963699131,0.0146046241303381,0.5777777777777777,0.0051139231820857434,0.573340513847157,0.21488053655810102,2.4041886829091683,-0.0847044050393907,-0.0494594121099022,0.022222222222222223,0.48384646907108375,0.35702642584760347
KOSDAQ,STRESS_2025,ALPHA_STATE,45,0.6444444444444445,0.011235961479866358,0.011143818295304525,0.5777777777777777,0.00609961969825297,0.6453182045332522,0.21791313768253648,2.5987072858831453,-0.10336621629662923,-0.0494594121099022,0.5111111111111111,0.5496592175067083,0.417335007757496
KOSDAQ,STRESS_2025,ALPHA_UNCOND,45,0.6222222222222222,0.010250264963699131,0.0146046241303381,0.5777777777777777,0.0051139231820857434,0.573340513847157,0.21488053655810102,2.4041886829091683,-0.0847044050393907,-0.0494594121099022,0.022222222222222223,0.48384646907108375,0.35702642584760347
KOSDAQ,STRESS_2025,EW4,45,0.7111111111111111,0.009787182206026951,0.010154718766846173,0.6888888888888889,0.004650840424413565,0.5473049715127174,0.18884880663572406,2.6120047670475826,-0.09860142932654625,-0.03838474658153372,0.022222222222222223,0.4600250882516048,0.3352098696916408
KOSDAQ,STRESS_2025,LEADER,45,0.6222222222222222,0.010250264963699131,0.0146046241303381,0.5777777777777777,0.0051139231820857434,0.573340513847157,0.21488053655810102,2.4041886829091683,-0.0847044050393907,-0.0494594121099022,0.022222222222222223,0.48384646907108375,0.35702642584760347
KOSDAQ,STRESS_2025,LEADER_OR_ROTATE,45,0.6222222222222222,0.010250264963699131,0.0146046241303381,0.5777777777777777,0.0051139231820857434,0.573340513847157,0.21488053655810102,2.4041886829091683,-0.0847044050393907,-0.0494594121099022,0.022222222222222223,0.48384646907108375,0.35702642584760347
KOSDAQ,STRESS_2025,MARKET,45,0.6222222222222222,0.005136341781613389,0.0076559828952965,0.0,0.0,0.2511886013372979,0.17559732853121107,1.4742344200715012,-0.1348438853792847,-0.0464875692579932,0.022222222222222223,0.18812059053108032,0.08610787170084455
KOSDAQ,STRESS_2025,WPLUS,45,0.6222222222222222,0.010537933964738948,0.010154718766846173,0.6444444444444445,0.0054015921831255575,0.5971510635629833,0.2051707161765699,2.5886339031237195,-0.10058698392159993,-0.0494594121099022,0.022222222222222223,0.5056302525575314,0.3769930609873766
KOSDAQ,STRESS_2026,ABS_STATE,13,0.6923076923076923,0.023655595176013997,0.020089099401541,0.6153846153846154,0.008662889548863094,1.3147120210488379,0.3280104375414767,3.634768472025672,-0.06209536967093554,-0.0620953696709355,0.46153846153846156,0.3219342155928604,0.2886557147364379
KOSDAQ,STRESS_2026,ABS_UNCOND,13,0.6923076923076923,0.022648136248119274,0.020089099401541,0.6153846153846154,0.007655430620968369,1.2278143757471023,0.3343862794473472,3.413615142319103,-0.06209536967093565,-0.0620953696709355,0.07692307692307693,0.30444502880815305,0.27157227659684824
KOSDAQ,STRESS_2026,ALPHA_STATE,13,0.6923076923076923,0.022568624874482544,0.020089099401541,0.6153846153846154,0.007575919247331638,1.2211518673038837,0.3347854342351532,3.3975752149209977,-0.06209536967093554,-0.0620953696709355,0.46153846153846156,0.30308590382077916,0.2702447277804436
KOSDAQ,STRESS_2026,ALPHA_UNCOND,13,0.6923076923076923,0.022648136248119274,0.020089099401541,0.6153846153846154,0.007655430620968369,1.2278143757471023,0.3343862794473472,3.413615142319103,-0.06209536967093565,-0.0620953696709355,0.07692307692307693,0.30444502880815305,0.27157227659684824
KOSDAQ,STRESS_2026,EW4,13,0.6153846153846154,0.019430200740842334,0.02142700184671833,0.6923076923076923,0.004437495113691423,0.9759562771610351,0.34515350486513413,2.837236486186342,-0.067631303570856,-0.06762891069669819,0.07692307692307693,0.2510988318787055,0.21946878902914668
KOSDAQ,STRESS_2026,LEADER,13,0.6923076923076923,0.022648136248119274,0.020089099401541,0.6153846153846154,0.007655430620968369,1.2278143757471023,0.3343862794473472,3.413615142319103,-0.06209536967093565,-0.0620953696709355,0.07692307692307693,0.30444502880815305,0.27157227659684824
KOSDAQ,STRESS_2026,LEADER_OR_ROTATE,13,0.6923076923076923,0.022648136248119274,0.020089099401541,0.6153846153846154,0.007655430620968369,1.2278143757471023,0.3343862794473472,3.413615142319103,-0.06209536967093565,-0.0620953696709355,0.07692307692307693,0.30444502880815305,0.27157227659684824
KOSDAQ,STRESS_2026,MARKET,13,0.46153846153846156,0.01499270562715091,-0.0004544248431323,0.0,0.0,0.6424188872927299,0.4390607750194111,1.7210199740001801,-0.08967444834086236,-0.0720237513980844,0.07692307692307693,0.17312057812242987,0.1433014641725412
KOSDAQ,STRESS_2026,WPLUS,13,0.6923076923076923,0.022338248792878213,0.026383999654939747,0.6153846153846154,0.007345543165727308,1.1961507943752738,0.3470120783548299,3.244405049238229,-0.06774718424035053,-0.06774718424035046,0.07692307692307693,0.2979607412020824,0.2652362858317223
KOSDAQ,TRAIN_2016_2022,ABS_STATE,256,0.5859375,0.0028909320035641123,0.005129668703095849,0.59765625,0.0033251442196207473,0.09493396614043892,0.22442088941617508,0.6492397983034184,-0.38558113725868326,-0.083729489006722,0.34765625,0.42751437361850253,-0.14454603625564555
KOSDAQ,TRAIN_2016_2022,ABS_UNCOND,256,0.5859375,0.0027595760390006735,0.0049293038743989,0.59375,0.0031937882550573077,0.08907643544027777,0.22656505018515008,0.6138750537736289,-0.383410308748657,-0.109273235706612,0.00390625,0.37674823883956754,-0.17503273656106444
KOSDAQ,TRAIN_2016_2022,ALPHA_STATE,256,0.56640625,0.0028388185142241102,0.0033848570758444,0.61328125,0.0032730307302807453,0.09320328893812446,0.22211314036498903,0.6441602369035156,-0.3929043425687573,-0.083729489006722,0.48828125,0.41235664272272876,-0.1536429746634489
KOSDAQ,TRAIN_2016_2022,ALPHA_UNCOND,256,0.58203125,0.002624331569827284,0.004652840028549,0.59375,0.0030585437858839178,0.08303109715244461,0.22907471915099958,0.5773937499934635,-0.4053021083291505,-0.109273235706612,0.00390625,0.3259750124901124,-0.20552153085719482
KOSDAQ,TRAIN_2016_2022,EW4,256,0.54296875,0.0007984876210192147,0.0026107024247470747,0.56640625,0.0012326998370758497,0.013230583668993878,0.21300754615165648,0.18893122251507363,-0.4008915617530704,-0.08192408487583365,0.00390625,-0.15424316190404197,-0.4936905767713926
KOSDAQ,TRAIN_2016_2022,LEADER,256,0.58203125,0.002624331569827284,0.004652840028549,0.59375,0.0030585437858839178,0.08303109715244461,0.22907471915099958,0.5773937499934635,-0.4053021083291505,-0.109273235706612,0.00390625,0.3259750124901124,-0.20552153085719482
KOSDAQ,TRAIN_2016_2022,LEADER_OR_ROTATE,256,0.5859375,0.0027595760390006735,0.0049293038743989,0.59375,0.0031937882550573077,0.08907643544027777,0.22656505018515008,0.6138750537736289,-0.383410308748657,-0.109273235706612,0.00390625,0.37674823883956754,-0.17503273656106444
KOSDAQ,TRAIN_2016_2022,MARKET,256,0.53515625,-0.0004342122160566345,0.00132850275915665,0.0,0.0,-0.032584565821445866,0.2093944828891265,-0.10451228412184109,-0.4602196287356428,-0.0910822120228112,0.00390625,-0.3811260095698512,-0.6297429008177733
KOSDAQ,TRAIN_2016_2022,WPLUS,256,0.5625,0.0015413079880922374,0.0035115063313332254,0.56640625,0.001975520204148872,0.04108080383750168,0.21951105726810383,0.35388614845479305,-0.3936556834696192,-0.0987587117774958,0.00390625,0.015622316340705655,-0.39178689528120636
KOSDAQ,VALID_2023_2024,ABS_STATE,73,0.547945205479452,-0.00025235730341510796,0.0017644022792666502,0.5068493150684932,-0.0005535228999409738,-0.0332357803630271,0.24676991473375173,-0.05154116175727575,-0.3091295230981833,-0.1226332439141122,0.3150684931506849,-0.1268161187354423,-0.24581482554779222
KOSDAQ,VALID_2023_2024,ABS_UNCOND,73,0.5205479452054794,-0.00015450610652005935,0.0012490712492356,0.4794520547945205,-0.0004556717030459252,-0.029833803096187994,0.24868352336825233,-0.03131332411226854,-0.30685008504940126,-0.1226332439141122,0.0136986301369863,-0.12112403536223004,-0.24088953262194102
KOSDAQ,VALID_2023_2024,ALPHA_STATE,73,0.5616438356164384,0.0005451343021311914,0.003979523800020967,0.5342465753424658,0.00024396870560532374,-0.0011614243073430064,0.24054237993027414,0.11422007562815394,-0.2699854368993889,-0.1226332439141122,0.4657534246575342,-0.07246898694797643,-0.19877384317671343
KOSDAQ,VALID_2023_2024,ALPHA_UNCOND,73,0.5205479452054794,-0.000181884454339933,0.0012490712492356,0.4794520547945205,-0.0004830500508657992,-0.03085187182265281,0.24851347226313295,-0.03688724162618586,-0.30819371100027326,-0.1226332439141122,0.0136986301369863,-0.122829333106236,-0.24236531282616036
KOSDAQ,VALID_2023_2024,EW4,73,0.589041095890411,0.0015770878716550947,0.004401804462850226,0.5342465753424658,0.0012759222751292266,0.04690268192978153,0.20524911706078117,0.38726222002640104,-0.2435008698875203,-0.08722514744446126,0.0136986301369863,0.011793647540970564,-0.12581198586946363
KOSDAQ,VALID_2023_2024,LEADER,73,0.5205479452054794,-0.000181884454339933,0.0012490712492356,0.4794520547945205,-0.0004830500508657992,-0.03085187182265281,0.24851347226313295,-0.03688724162618586,-0.30819371100027326,-0.1226332439141122,0.0136986301369863,-0.122829333106236,-0.24236531282616036
KOSDAQ,VALID_2023_2024,LEADER_OR_ROTATE,73,0.5205479452054794,-0.00015450610652005935,0.0012490712492356,0.4794520547945205,-0.0004556717030459252,-0.029833803096187994,0.24868352336825233,-0.03131332411226854,-0.30685008504940126,-0.1226332439141122,0.0136986301369863,-0.12112403536223004,-0.24088953262194102
KOSDAQ,VALID_2023_2024,MARKET,73,0.547945205479452,0.0003011655965258664,0.0028695625949103,0.0,0.0,-0.006006729382670994,0.21392558579566892,0.07095339254745177,-0.2828317136078595,-0.0895354577030847,0.0136986301369863,-0.0807668987391521,-0.20594160624341473
KOSDAQ,VALID_2023_2024,WPLUS,73,0.5753424657534246,0.0016310722677836923,0.0038792353432302996,0.547945205479452,0.0013299066712578235,0.043047031117770196,0.2383489084187735,0.3448979181052677,-0.24942657042650151,-0.1226332439141122,0.0136986301369863,0.0048999019601305704,-0.13179947662039737
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,ABS_STATE,49,0.5714285714285714,0.00908876111493238,0.007650863301559701,0.6326530612244898,0.0023216430097175987,0.5486354589659885,0.1540494208879811,2.9735493814396468,-0.05760297986518126,-0.032114339845022655,0.5102040816326531,0.48243399802347486,0.3721394927133481
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,ABS_UNCOND,49,0.6938775510204082,0.010716153588283409,0.011312612808878299,0.6530612244897959,0.003949035483068628,0.6739596411290147,0.16769037043655194,3.220782084525457,-0.07476779534778477,-0.032114339845022655,0.02040816326530612,0.5851304722054118,0.43829923967616935
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,ALPHA_STATE,49,0.673469387755102,0.01009588382304892,0.0114169949227365,0.6938775510204082,0.003328765717834139,0.6223864683266709,0.17293776118890128,2.9422871048149157,-0.09184964620777392,-0.0345957426206935,0.3673469387755102,0.5368051461717012,0.3943621904624235
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,ALPHA_UNCOND,49,0.7142857142857143,0.011657671874439618,0.0114169949227365,0.7346938775510204,0.00489055376922484,0.7497431549855416,0.17955763316388,3.272189837429581,-0.10675120435846297,-0.0345957426206935,0.02040816326530612,0.656107868878373,0.5028271431936462
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,EW4,49,0.6938775510204082,0.009612892456757408,0.009102078007817423,0.6530612244897959,0.0028457743515426267,0.5854026724972843,0.16879671714857145,2.870255938651552,-0.0934830294954867,-0.032114339845022655,0.02040816326530612,0.5021422667959639,0.36285208215105325
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,LEADER,49,0.7142857142857143,0.011657671874439618,0.0114169949227365,0.7346938775510204,0.00489055376922484,0.7497431549855416,0.17955763316388,3.272189837429581,-0.10675120435846297,-0.0345957426206935,0.02040816326530612,0.656107868878373,0.5028271431936462
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,LEADER_OR_ROTATE,49,0.7142857142857143,0.011657671874439618,0.0114169949227365,0.7346938775510204,0.00489055376922484,0.7497431549855416,0.17955763316388,3.272189837429581,-0.10675120435846297,-0.0345957426206935,0.02040816326530612,0.656107868878373,0.5028271431936462
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,MARKET,49,0.6530612244897959,0.006767118105214782,0.0089316919018665,0.0,0.0,0.3792862262919643,0.1638056914667496,2.082117840038887,-0.10908896705842563,-0.036091398138387,0.02040816326530612,0.30879176951470466,0.18710631451102455
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,WPLUS,49,0.6938775510204082,0.011327248363180506,0.010907942184396,0.6530612244897959,0.004560130257965724,0.7222863988092085,0.17722030369580047,3.221376476615449,-0.07579799823399513,-0.0321101642876658,0.02040816326530612,0.6303958190609706,0.4794500261372088
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,ABS_STATE,19,0.3684210526315789,0.00650511901679442,0.0,0.5263157894736842,0.0007221940982745006,0.26798974469636083,0.29797832424249215,1.1002746568224568,-0.1193416831810481,-0.06808621472469427,0.3684210526315789,0.09965391568648241,0.071574933335244
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,ABS_UNCOND,19,0.5789473684210527,0.009314244699184853,0.002760341302981275,0.631578947368421,0.003531319780664928,0.3473420285125697,0.4809178666495935,0.9761291176585848,-0.2311063214453245,-0.12617873568257656,0.05263157894736842,0.12364941102532323,0.08187422596534422
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,ALPHA_STATE,19,0.631578947368421,0.01057290984580441,0.0172235663329221,0.5263157894736842,0.004789984927284485,0.3972731380856047,0.5194971785936965,1.0257508186494086,-0.2680638105617785,-0.1399025545057544,0.2631578947368421,0.14239706336161717,0.09994435840442728
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,ALPHA_UNCOND,19,0.631578947368421,0.010400860976194849,0.0172235663329221,0.5263157894736842,0.004617936057674926,0.38774732613984075,0.5187752060916195,1.0104634667286743,-0.2680638105617785,-0.1399025545057544,0.05263157894736842,0.13884747568475975,0.09652016779210193
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,EW4,19,0.5789473684210527,0.00862580393940471,0.0042838724926670246,0.6842105263157895,0.0028428790208847874,0.31628570496307384,0.4656943511411156,0.9335318701649045,-0.22441578046633404,-0.12617873568257656,0.05263157894736842,0.11179407402739083,0.07044182623011719
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,LEADER,19,0.631578947368421,0.010400860976194849,0.0172235663329221,0.5263157894736842,0.004617936057674926,0.38774732613984075,0.5187752060916195,1.0104634667286743,-0.2680638105617785,-0.1399025545057544,0.05263157894736842,0.13884747568475975,0.09652016779210193
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,LEADER_OR_ROTATE,19,0.631578947368421,0.010400860976194849,0.0172235663329221,0.5263157894736842,0.004617936057674926,0.38774732613984075,0.5187752060916195,1.0104634667286743,-0.2680638105617785,-0.1399025545057544,0.05263157894736842,0.13884747568475975,0.09652016779210193
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,MARKET,19,0.47368421052631576,0.005782924918519919,-0.0050264722082249,0.0,0.0,0.16240821442287778,0.48382042687187915,0.6024123821679517,-0.2329663871528106,-0.1387290815705174,0.05263157894736842,0.0506559592807343,0.011458078838139096
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,WPLUS,19,0.5789473684210527,0.008841887664243172,0.008715762269386399,0.5263157894736842,0.0030589627457232537,0.3206657091077054,0.4812387118591173,0.9260085011787548,-0.2349018843690398,-0.12617873568257656,0.05263157894736842,0.1134727809631011,0.07205585327470354
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,ABS_STATE,328,0.3902439024390244,0.002166106306897057,0.0,0.5426829268292683,0.002312743721637264,0.09815674770529847,0.15492406499581474,0.7046791463325014,-0.2165253544506477,-0.0796048197642688,0.4268292682926829,0.5293566324386827,0.01118672522757258
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,ABS_UNCOND,328,0.5884146341463414,0.0010749690265942338,0.004663484679134688,0.5762195121951219,0.0012216064413344415,0.03004901785821823,0.2142938355879233,0.2528231332073028,-0.4007301618420932,-0.17556461435191173,0.003048780487804878,-0.12056559731053218,-0.5442028379702559
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,ALPHA_STATE,328,0.5792682926829268,0.00187277656787295,0.004613511922748162,0.6097560975609756,0.0020194139826131574,0.07043661021139513,0.21621009611010095,0.43655657491929234,-0.34622543284686247,-0.1593578113726816,0.31402439024390244,0.1401178327106185,-0.4087886594565646
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,ALPHA_UNCOND,328,0.5792682926829268,0.0019908471296933173,0.004593942850077351,0.5823170731707317,0.0021374845444335246,0.07597476052286156,0.2190908272908216,0.4579776185853432,-0.35334650218210084,-0.1593578113726816,0.003048780487804878,0.18052696832169324,-0.3877962186797892
