universe,base_state,period,n_high,n_low,base_distance_z,factor_distance_z,MKT_FWD_5D_high,MKT_FWD_5D_low,MKT_FWD_5D_diff,MKT_FWD_20D_high,MKT_FWD_20D_low,MKT_FWD_20D_diff,MKT_FWD_DD20_high,MKT_FWD_DD20_low,MKT_FWD_DD20_diff,MKT_FWD_VOL20_high,MKT_FWD_VOL20_low,MKT_FWD_VOL20_diff,NEXT_BASE_UP_high,NEXT_BASE_UP_low,NEXT_BASE_UP_diff,NEXT_BASE_DOWN_high,NEXT_BASE_DOWN_low,NEXT_BASE_DOWN_diff,NEXT_BASE_SAME_high,NEXT_BASE_SAME_low,NEXT_BASE_SAME_diff
KOSDAQ_PLUS_KOSPI_EX_K200,B4,TRAIN_2016_2022,63,59,0.7642643224100907,2.376899638295113,0.0013876302494177188,0.005383863787242778,-0.003996233537825059,-0.0010301247543171527,0.008097886062589772,-0.009128010816906925,-0.0376343134326591,-0.026287746378338757,-0.011346567054320342,0.18124603173721934,0.15007949166949314,0.031166540067726206,0.0,0.0,0.0,0.30158730158730157,0.3050847457627119,-0.0034974441754103136,0.6984126984126984,0.6949152542372882,0.0034974441754102026
KOSDAQ_PLUS_KOSPI_EX_K200,B4,NORMAL_2023_2024,9,12,1.415744338567445,3.7902177946143727,-0.007614658112208554,2.5994295114121033e-05,-0.007640652407322675,-0.014759059684733221,-0.005063511680130791,-0.009695548004602431,-0.04755378108106846,-0.034028814942040464,-0.013524966139027997,0.1949116357984678,0.16463500596126265,0.030276629837205138,0.0,0.0,0.0,0.3333333333333333,0.5,-0.16666666666666669,0.6666666666666666,0.5,0.16666666666666663
KOSDAQ_PLUS_KOSPI_EX_K200,B4,STRONG_2025,12,9,1.1358672519834059,4.753998930777959,0.003735798280356601,0.007425094050635388,-0.0036892957702787874,0.04250988448812563,0.023974107696029923,0.018535776792095705,-0.013858186461722773,-0.023918578040079134,0.010060391578356361,0.17301201598737437,0.18952381391626844,-0.016511797928894067,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0
KOSPI_ALL,B2,TRAIN_2016_2022,25,68,1.268314939651236,2.9935958802183547,0.000543001755304518,-0.0029907176041553056,0.0035337193594598237,0.0010155888054523238,0.00637401509648796,-0.005358426291035636,-0.029729699953932105,-0.035246521198694106,0.0055168212447620005,0.1545541735383592,0.17395438476346145,-0.019400211225102243,0.28,0.17647058823529413,0.1035294117647059,0.0,0.014705882352941176,-0.014705882352941176,0.72,0.8088235294117647,-0.08882352941176475
KOSPI_ALL,B2,NORMAL_2023_2024,8,16,1.0345874126132444,3.1192839386654385,-0.002924633621998262,0.0016396724856395,-0.004564306107637762,-0.005260448610969562,0.005082949965997331,-0.010343398576966895,-0.04188804225197986,-0.03229628016202831,-0.00959176208995155,0.1898442242909574,0.20443058847670278,-0.014586364185745382,0.25,0.0625,0.1875,0.0,0.0,0.0,0.75,0.9375,-0.1875
KOSPI_ALL,B3,TRAIN_2016_2022,45,91,1.1920975098370759,2.8536129661513,0.0022507238395258204,-0.0003637388486217631,0.0026144626881475837,0.013600623827518397,-0.007573973742038692,0.02117459756955709,-0.024911563149717805,-0.0333871272932063,0.008475564143488497,0.1416623455040161,0.13235334247088235,0.009309003033133756,0.2,0.18681318681318682,0.013186813186813195,0.06666666666666667,0.14285714285714285,-0.07619047619047618,0.7333333333333333,0.6703296703296703,0.063003663003663
KOSPI_ALL,B3,NORMAL_2023_2024,21,31,1.0007788970023541,3.103589035155185,0.003456724548833694,0.0019614698971946224,0.0014952546516390718,0.0017460526513133861,0.014408582714625683,-0.012662530063312296,-0.033590360579401055,-0.023933369457414717,-0.009656991121986338,0.17153897880100233,0.1598776741830091,0.011661304617993223,0.14285714285714285,0.1935483870967742,-0.05069124423963134,0.0,0.12903225806451613,-0.12903225806451613,0.8571428571428571,0.6774193548387096,0.17972350230414746
KOSPI_ALL,B3,STRONG_2025,9,9,1.235800234165119,2.259858096911554,0.010418014463851509,0.001654504446688711,0.008763510017162798,0.03029378195143571,0.03752811699349893,-0.007234335042063219,-0.03208768668436756,-0.04385468624726512,0.011766999562897562,0.20177148188865054,0.23076137328179383,-0.028989891393143286,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,-0.1111111111111111,0.7777777777777778,0.6666666666666666,0.11111111111111116
KOSPI_ALL,B4,TRAIN_2016_2022,44,55,0.5214424298238584,2.6464098047531563,0.003011435377164152,0.0018241712841860732,0.001187264092978079,0.0002761721511841025,0.004293760557979905,-0.004017588406795803,-0.029270231231509656,-0.024486952829203146,-0.0047832784023065095,0.16427395164191907,0.13194942538983093,0.03232452625208815,0.0,0.0,0.0,0.3181818181818182,0.2909090909090909,0.027272727272727282,0.6818181818181818,0.7090909090909091,-0.027272727272727337
KOSPI_ALL,B4,NORMAL_2023_2024,11,10,0.6271541612022632,3.1089827511596533,-0.0029026123843794455,-0.0029134319364944,1.081955211495447e-05,-0.0029221804745788098,-0.02101582125565043,0.018093640781071618,-0.0281218441453206,-0.039334394976727166,0.011212550831406567,0.13541922368186707,0.1407513362566154,-0.005332112574748332,0.0,0.0,0.0,0.36363636363636365,0.5,-0.13636363636363635,0.6363636363636364,0.5,0.13636363636363635
KOSPI_ALL,B4,STRONG_2025,19,8,1.3819676161010286,3.042447427618416,0.011926082350681717,0.029386602351296174,-0.017460520000614457,0.06123388837020151,0.10770736259953821,-0.0464734742293367,-0.01488166901427757,-0.010856888307781552,-0.004024780706496018,0.22456065108257844,0.1777875672991921,0.04677308378338635,0.0,0.0,0.0,0.15789473684210525,0.0,0.15789473684210525,0.8421052631578947,1.0,-0.1578947368421053
KOSPI_EX_K200,B2,TRAIN_2016_2022,38,80,0.612769707033969,2.641245806136186,-0.002840744587049537,-0.003612222607577229,0.0007714780205276919,-0.00997205696009688,-0.024138860700289234,0.014166803740192354,-0.04448859084130924,-0.05321391151336807,0.008725320672058834,0.1550476292068575,0.16987847907856923,-0.014830849871711738,0.23684210526315788,0.1625,0.07434210526315788,0.0,0.0875,-0.0875,0.7631578947368421,0.75,0.013157894736842146
KOSPI_EX_K200,B2,NORMAL_2023_2024,13,21,0.6989032893748875,2.4534023495067454,0.006136833951547122,-0.004261405566725198,0.010398239518272321,0.004957193461354494,0.008498646167667176,-0.0035414527063126816,-0.02757581385661101,-0.04012705461289922,0.01255124075628821,0.14032271893280066,0.18954203121522215,-0.04921931228242149,0.38461538461538464,0.14285714285714285,0.2417582417582418,0.0,0.14285714285714285,-0.14285714285714285,0.6153846153846154,0.7142857142857143,-0.09890109890109888
KOSPI_EX_K200,B3,TRAIN_2016_2022,29,73,0.770407072030796,2.7591279289352624,0.0017775529521003072,0.0037813430155461077,-0.0020037900634458008,0.00035651215044347215,0.004450923506468214,-0.004094411356024742,-0.03228098000787726,-0.025966258428356308,-0.006314721579520954,0.1573453949055468,0.13404258304113367,0.02330281186441313,0.1724137931034483,0.1506849315068493,0.02172886159659898,0.13793103448275862,0.1506849315068493,-0.012753897024090688,0.6896551724137931,0.6986301369863014,-0.008974964572508237
KOSPI_EX_K200,B3,NORMAL_2023_2024,13,18,0.8132120627810253,3.2059984921840674,-0.007222892387430025,0.0024200624202929946,-0.00964295480772302,-0.0054469705416458755,-0.007343550062140079,0.001896579520494203,-0.0348560919090964,-0.03260663917929101,-0.0022494527298053887,0.14562704084397796,0.1461616646532834,-0.0005346238093054401,0.23076923076923078,0.2777777777777778,-0.04700854700854701,0.15384615384615385,0.05555555555555555,0.0982905982905983,0.6153846153846154,0.6666666666666666,-0.05128205128205121
KOSPI_EX_K200,B3,STRONG_2025,8,14,1.7156587142189978,3.7100985947538585,0.004045370868805423,0.003981262469275158,6.4108399530265e-05,0.04260413526608462,0.021501679156660423,0.021102456109424197,-0.021498455607864727,-0.022530311620227027,0.0010318560123622998,0.17626182547122238,0.1610703562237219,0.015191469247500478,0.0,0.21428571428571427,-0.21428571428571427,0.0,0.07142857142857142,-0.07142857142857142,1.0,0.7142857142857143,0.2857142857142857
KOSPI_EX_K200,B4,TRAIN_2016_2022,29,39,1.4292068939976315,2.889924064232163,0.0007121602416309083,0.0011020013452022633,-0.000389841103571355,0.0005554905508937405,0.009450032213640186,-0.008894541662746445,-0.038781499938828734,-0.023592025513404606,-0.015189474425424128,0.17505813385000624,0.13972205041381594,0.035336083436190296,0.0,0.0,0.0,0.1724137931034483,0.4358974358974359,-0.2634836427939876,0.8275862068965517,0.5641025641025641,0.2634836427939876
KOSPI_EX_K200,B4,NORMAL_2023_2024,8,18,1.008588288527291,3.0944304105822025,0.008478753312367426,0.002248263203462183,0.0062304901089052424,0.019616810801044764,0.012550061661496645,0.0070667491395481185,-0.01718224824401341,-0.030703004583991222,0.013520756339977812,0.12898134801339675,0.14694733876184551,-0.017965990748448762,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
KOSPI_KOSDAQ_ALL,B2,TRAIN_2016_2022,29,56,1.5096311926613615,2.678005799401733,0.002342438014209363,-0.0019736861290268032,0.004316124143236166,0.008884837525272247,0.008119905545315012,0.0007649319799572351,-0.027282914767946816,-0.03679893244851621,0.009516017680569394,0.15434141777556276,0.18581535656219803,-0.031473938786635264,0.27586206896551724,0.17857142857142858,0.09729064039408866,0.0,0.017857142857142856,-0.017857142857142856,0.7241379310344828,0.8035714285714286,-0.07943349753694584
KOSPI_KOSDAQ_ALL,B2,NORMAL_2023_2024,8,16,0.8025456384132709,2.7687863102342694,0.0033819531842013994,-0.0064531568996789804,0.00983511008388038,-0.005179218539750039,-0.0006932738935130946,-0.0044859446462369446,-0.03070365376185694,-0.04628130088667064,0.015577647124813698,0.16595204579840134,0.2268726553636715,-0.06092060956527015,0.125,0.0625,0.0625,0.0,0.0,0.0,0.875,0.9375,-0.0625
KOSPI_KOSDAQ_ALL,B3,TRAIN_2016_2022,57,77,0.9104567282874998,2.466355128455042,0.0011445685606545053,-0.0017439453629477693,0.0028885139236022746,0.004367762913276017,-0.007200883234276694,0.011568646147552712,-0.027912061763997558,-0.03736995127004412,0.00945788950604656,0.14024409427976395,0.13704882279502173,0.003195271484742218,0.19298245614035087,0.24675324675324675,-0.053770790612895886,0.05263157894736842,0.15584415584415584,-0.10321257689678742,0.7543859649122807,0.5974025974025974,0.15698336750968334
KOSPI_KOSDAQ_ALL,B3,NORMAL_2023_2024,26,24,1.5432874354424035,2.8728724490938644,0.002727901487157793,0.0038005708970521054,-0.0010726694098943126,0.0074084190326233305,0.01653694399132667,-0.009128524958703338,-0.02910484291477519,-0.02428796510771924,-0.004816877807055947,0.14896593386795315,0.1728619729796137,-0.02389603911166055,0.19230769230769232,0.125,0.06730769230769232,0.038461538461538464,0.08333333333333333,-0.044871794871794865,0.7692307692307693,0.7916666666666666,-0.022435897435897356
KOSPI_KOSDAQ_ALL,B3,STRONG_2025,11,10,1.0662172853600596,2.1680029719413167,0.0167636387944246,-0.005065559452686821,0.021829198247111423,0.03559992229568357,0.03478745572783708,0.0008124665678464899,-0.03207562188380515,-0.03477053397015798,0.0026949120863528284,0.2042310598104181,0.202388751877245,0.0018423079331730818,0.45454545454545453,0.1,0.3545454545454545,0.0,0.1,-0.1,0.5454545454545454,0.8,-0.25454545454545463
KOSPI_KOSDAQ_ALL,B4,TRAIN_2016_2022,25,84,0.29081035311521825,2.9188252963542345,-0.0016389857246340044,0.0029192680407677768,-0.004558253765401781,-0.0002243010471085638,0.0017451878847822384,-0.001969488931890802,-0.02921333352356367,-0.027169044949290108,-0.002044288574273561,0.15572045395923653,0.14250135660075175,0.013219097358484783,0.0,0.0,0.0,0.28,0.3333333333333333,-0.05333333333333329,0.72,0.6666666666666666,0.053333333333333344
KOSPI_KOSDAQ_ALL,B4,STRONG_2025,10,13,1.6678813433662611,3.452934398151135,0.019512413542585698,0.016045621574685816,0.003466791967899882,0.07171659462631438,0.07329925427993093,-0.00158265965361655,-0.00934260388614053,-0.015729657329290596,0.006387053443150065,0.23390875785169313,0.17920435367222654,0.05470440417946659,0.0,0.0,0.0,0.1,0.3076923076923077,-0.2076923076923077,0.9,0.6923076923076923,0.20769230769230773
