universe,cost_bps,period,n_rebalances,combined_cagr,combined_sharpe,combined_mdd,persist_only_cagr,persist_only_sharpe,persist_only_mdd,top2_cagr,top2_sharpe,top2_mdd,ew8_cagr,ew8_sharpe,ew8_mdd,delta_sharpe_vs_ew8,delta_cagr_vs_ew8,delta_mdd_vs_ew8,delta_sharpe_vs_persist,delta_cagr_vs_persist,combined_active_share,persist_active_share,combined_top2_share,combined_bottom2_share,combined_annual_turnover,ew8_annual_turnover
KOSPI_ALL,0,BULL_2025,12,0.10483836255416668,1.1112841439133962,-0.07667359543830976,0.20288423288349722,1.4939618994724317,-0.07667359543830987,-0.059475029630645215,-0.3246397764942533,-0.17094961476452508,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-1.024024557691201,-0.08558401116730185,-0.03085771480175492,-0.3826777555590355,-0.09804587032933054,0.4166666666666667,0.6666666666666666,0.0,0.4166666666666667,5.7749999999999995,0.0
KOSPI_EX_K200,0,BULL_2025,12,0.17917869954903365,1.8766704805133032,-0.02180019878037376,0.24349901032462284,2.23959909809904,-0.02518416939724344,0.1260002993185172,0.9133717810354915,-0.06616542821680471,0.11789481425423265,1.9141659111911096,-0.02180019878037376,-0.03749543067780636,0.061283885294801,0.0,-0.3629286175857369,-0.0643203107755892,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.08333333333333333,2.0999999999999996,0.0
KOSPI_KOSDAQ_ALL,0,BULL_2025,12,0.1124098937862259,1.1462909087568924,-0.0464954071013135,0.1317794775022565,1.259597511242903,-0.0491054467787182,0.09802319551479077,0.6600874063072499,-0.11409696894630039,0.1745871114015647,2.0228076610380294,-0.03545141869612045,-0.876516752281137,-0.06217721761533879,-0.01104398840519305,-0.11330660248601054,-0.01936958371603059,0.4166666666666667,0.5833333333333334,0.0,0.4166666666666667,6.3,0.0
K200,0,YTD_2026,4,0.598473327324847,2.1303295217948053,-0.03157359802709592,0.6199522734221767,2.1611108370648187,-0.03157359802709592,0.0555229707229945,0.3154131212453638,-0.04511875425348233,0.44758800968263035,3.218589932676514,0.0,-1.0882604108817087,0.1508853176422167,-0.03157359802709592,-0.030781315270013376,-0.0214789460973297,0.75,1.0,0.0,0.75,11.025,0.0
KOSDAQ,0,YTD_2026,4,0.27004762220354794,1.9307725775054396,-0.00645294469286295,0.434471249249065,2.0596587669566953,-0.00645294469286295,0.7624693691352455,2.663934884619375,-0.0196825548834364,0.35271358515920936,2.8047603829741363,-0.01114308345845183,-0.8739878054686967,-0.08266596295566142,0.00469013876558888,-0.12888618945125563,-0.16442362704551705,0.5,0.75,0.0,0.5,9.45,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,0,YTD_2026,4,0.3353968937594656,4.228746196585604,0.0,0.3353968937594656,4.228746196585604,0.0,0.6805392344320684,3.0568680153054153,-0.008278020805803532,0.2828730582623422,2.96081382296115,-0.008290406828556196,1.267932373624454,0.05252383549712336,0.008290406828556196,0.0,0.0,0.25,0.25,0.0,0.25,4.725,0.0
KOSPI_ALL,0,YTD_2026,4,0.5557723638720484,2.1531087753026963,-0.03192549399772482,0.7258051489569275,2.3398184248795992,-0.03192549399772482,0.35962875464660593,1.5104366181841682,-0.03903281763822175,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,-0.430371916862478,0.2184501541751509,-0.030825732127496064,-0.18670964957690295,-0.17003278508487907,0.75,1.0,0.0,0.75,11.025,0.0
KOSPI_EX_K200,0,YTD_2026,4,0.41211206943686385,2.079223616008803,-0.02267470390629056,0.41903062053750273,2.1277566956752287,-0.021157130158278137,0.3526699720129478,1.4324742188862067,-0.05024657897953999,0.09628607605010986,0.8131294328196278,-0.03853855760883207,1.2660941831891752,0.315825993386754,0.01586385370254151,-0.04853307966642584,-0.006918551100638881,0.5,0.75,0.0,0.5,7.875,0.0
KOSPI_KOSDAQ_ALL,0,YTD_2026,4,0.36758195366818835,2.4356918533830365,-0.026241193815654706,0.1576363396946694,1.3656644592829423,-0.026241193815654706,-0.07900754446236768,-1.6866084520032967,-0.026241193815654706,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-1.2164491279070138,0.01007145650828778,-0.02600337654892404,1.0700273941000942,0.20994561397351896,0.75,1.0,0.25,0.5,7.875,0.0
K200,10,DEV_2020_2022,38,0.0603769261164131,0.5920783130286997,-0.0881610922242484,0.04408951245012127,0.40558591334203037,-0.18693851975311604,0.023317694164691094,0.22452587054137485,-0.13363544424420515,0.06861936099357124,0.9252577805444361,-0.06132276546491944,-0.33317946751573635,-0.008242434877158145,-0.026838326759328957,0.18649239968666936,0.016287413666291828,0.39473684210526316,0.7631578947368421,0.02631578947368421,0.3684210526315789,5.885526315789473,0.16578947368421051
KOSDAQ,10,DEV_2020_2022,38,0.06896394053865373,1.1067297639844806,-0.04771795600346196,0.0623498002186611,0.5503950064788798,-0.1029051661715984,0.07404925508676996,0.555687744594074,-0.16748009115780393,0.04179473726282623,0.6921866698616813,-0.1003203287307477,0.4145430941227993,0.027169203275827503,0.05260237272728574,0.5563347575056008,0.006614140319992634,0.21052631578947367,0.8157894736842105,0.0,0.21052631578947367,3.4815789473684213,0.16578947368421051
KOSDAQ_PLUS_KOSPI_EX_K200,10,DEV_2020_2022,38,0.06252940618972924,0.5935400603799256,-0.10900335302196484,0.10412941034735712,0.8933613506318866,-0.07856876838822258,0.08365781110221326,0.6626718958765068,-0.13692890955686488,0.06016500093172805,0.9105009068498411,-0.08721308188926802,-0.3169608464699155,0.00236440525800119,-0.021790271132696826,-0.299821290251961,-0.04160000415762788,0.34210526315789475,0.7368421052631579,0.0,0.34210526315789475,5.139473684210526,0.16578947368421051
KOSPI_ALL,10,DEV_2020_2022,38,0.061709326246494056,0.9412799620142851,-0.060065196271661514,0.06099317878050936,0.7259931222571843,-0.0895003124757271,0.036058796735851883,0.3239703618703834,-0.1599196588328401,0.06767022488469565,1.0960360155768634,-0.04072532130981732,-0.15475605356257827,-0.005960898638201595,-0.019339874961844195,0.21528683975710083,0.0007161474659846956,0.23684210526315788,0.5526315789473685,0.07894736842105263,0.15789473684210525,3.6473684210526316,0.16578947368421051
KOSPI_EX_K200,10,DEV_2020_2022,31,-0.025546996747664252,-0.09422269544690053,-0.12771124783629673,0.0453559516325821,0.3507927080917705,-0.12611215302394962,0.15032465454196497,0.9243979510823265,-0.15626090277905935,0.08396506165713724,0.9867211233290786,-0.06475484058299597,-1.080943818775979,-0.1095120584048015,-0.06295640725330076,-0.44501540353867103,-0.07090294838024636,0.3225806451612903,0.6774193548387096,0.12903225806451613,0.1935483870967742,4.775806451612903,0.2032258064516129
KOSPI_KOSDAQ_ALL,10,DEV_2020_2022,38,0.05548759196214026,0.6345581657906205,-0.07090759155245818,0.016710521961370572,0.20581130939964243,-0.11652306611350427,0.013603877707730527,0.1633239252171247,-0.21515963437670826,0.07521602370581149,1.229060716163908,-0.03081420934002388,-0.5945025503732875,-0.019728431743671226,-0.0400933822124343,0.4287468563909781,0.03877707000076969,0.2894736842105263,0.6578947368421053,0.02631578947368421,0.2631578947368421,4.807894736842106,0.16578947368421051
K200,10,CONFIRM_2023_2024,24,0.13444821194649226,1.48143029915603,-0.047529644937176485,0.2158028591723602,1.3551617709733317,-0.045786127488813944,0.08638391054487315,0.6255001586025248,-0.11030842902551363,0.10812552676521658,1.4845132388569693,-0.03179925204880618,-0.0030829397009393134,0.026322685181275673,-0.015730392888370304,0.1262685281826983,-0.08135464722586794,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.25,5.38125,0.0
KOSDAQ,10,CONFIRM_2023_2024,24,0.256096143647337,1.4674696492302202,-0.04907328813578948,0.23516939913186952,1.3733476487025087,-0.05184610210021068,0.03386334970952465,0.2536547586900637,-0.1608984015062217,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.9266687443733734,0.2177995461154132,0.017495630646036542,0.09412200052771147,0.0209267445154675,0.3333333333333333,0.7083333333333334,0.08333333333333333,0.25,5.25,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,10,CONFIRM_2023_2024,24,0.16383893726541454,1.5897916597047441,-0.03812451069871692,0.13912707340376973,1.1190966135389344,-0.07095301257926534,0.04323589844631659,0.2912046157744927,-0.2231980793066446,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.8378333763049551,0.11662080345381876,0.035647585002882454,0.4706950461658097,0.02471186386164481,0.375,0.7916666666666666,0.08333333333333333,0.2916666666666667,5.5125,0.0
KOSPI_ALL,10,CONFIRM_2023_2024,24,0.10159133640078721,1.2176334500641457,-0.04991096735780243,0.12598181829177468,1.211765868969174,-0.05362408238640681,0.16551456419249244,0.9790816979365301,-0.09439396459622496,0.08517826364566328,1.2527517412988858,-0.04634863422223201,-0.035118291234740084,0.016413072755123936,-0.003562333135570417,0.005867581094971763,-0.02439048189098747,0.2916666666666667,0.625,0.125,0.16666666666666666,4.725,0.0
KOSPI_EX_K200,10,CONFIRM_2023_2024,25,0.02033057080541001,0.23804562561670067,-0.09017011269654851,0.016465275120095768,0.1942097754947539,-0.10683693949876238,0.06970557034852853,0.5213997571136906,-0.09630449269752706,0.04150157101952545,0.49129305351427915,-0.07632756727463941,-0.2532474278975785,-0.021171000214115443,-0.013842545421909103,0.04383585012194677,0.0038652956853142406,0.24,0.56,0.12,0.12,3.528,0.0
KOSPI_KOSDAQ_ALL,10,CONFIRM_2023_2024,24,0.154292740813464,1.9731095315350125,-0.03488100231069513,0.0644109234100756,0.7309093491640566,-0.05159685757203647,0.09287949035047416,0.542313953449407,-0.1545711769416135,0.08586290337055691,1.3362574655534307,-0.05492402082378045,0.6368520659815817,0.0684298374429071,0.02004301851308532,1.2422001823709559,0.08988181740338841,0.3333333333333333,0.7916666666666666,0.041666666666666664,0.2916666666666667,5.7749999999999995,0.0
K200,10,BULL_2025,12,0.3033494173489051,1.7881042034418857,-0.06273041966511106,0.2574371079263844,1.528315834957869,-0.06273041966511106,-0.014266671866135727,0.05587498161978565,-0.19112445067483808,0.24428861752413122,1.99165182428855,-0.06198041966511103,-0.20354762084666422,0.05906079982477386,-0.0007500000000000284,0.25978836848401676,0.04591230942252067,0.25,0.5,0.0,0.25,4.725,0.0
KOSDAQ,10,BULL_2025,12,0.0024381667107289395,0.07163273270271396,-0.0725524257230794,-0.005103759239908023,-0.002319989206041257,-0.06335759656202722,0.024431939209602405,0.22820199297134283,-0.08818350176781087,0.11958291186537218,1.2571306378429388,-0.04204034533001999,-1.1854979051402248,-0.11714474515464324,-0.030512080393059415,0.07395272190875522,0.007541925950636963,0.4166666666666667,0.6666666666666666,0.0,0.4166666666666667,4.725,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,12,-0.04397148254382288,-0.38162206706548063,-0.09781275853137039,0.008320219109216431,0.12436279653117503,-0.09614575772207057,0.1879685527309396,1.7141242224588775,-0.02175889825649102,0.12347214370878823,1.476147799073752,-0.024328852993387606,-1.8577698661392326,-0.1674436262526111,-0.07348390553798279,-0.5059848635966556,-0.05229170165303931,0.3333333333333333,0.75,0.0,0.3333333333333333,4.199999999999999,0.0
KOSPI_ALL,10,BULL_2025,12,0.09852955826529342,1.0502831362597174,-0.0778452586476448,0.19206645023226154,1.4259188098570226,-0.078570083177816,-0.07037788915149301,-0.3991942381015509,-0.17442321834083452,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-1.08502556534488,-0.09189281545617511,-0.03202937801108996,-0.3756356735973052,-0.09353689196696813,0.4166666666666667,0.6666666666666666,0.0,0.4166666666666667,5.7749999999999995,0.0
KOSPI_EX_K200,10,BULL_2025,12,0.17678439160963233,1.864453268521509,-0.022537625469747136,0.2345855148840208,2.1751751190453423,-0.02715784093712159,0.11493887653032431,0.8432143402806535,-0.06666542821680466,0.11789481425423265,1.9141659111911096,-0.02180019878037376,-0.049712642669600626,0.05888957735539968,-0.0007374266893733772,-0.3107218505238334,-0.057801123274388466,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.08333333333333333,2.0999999999999996,0.0
KOSPI_KOSDAQ_ALL,10,BULL_2025,12,0.1054981653574445,1.083901143199167,-0.04914886636495308,0.12150434046302161,1.1681812181980986,-0.05294983567867606,0.08601712706377662,0.5901966544592708,-0.11551885240464732,0.1745871114015647,2.0228076610380294,-0.03545141869612045,-0.9389065178388625,-0.06908894604412019,-0.01369744766883263,-0.08428007499893164,-0.016006175105577114,0.4166666666666667,0.5833333333333334,0.0,0.4166666666666667,6.3,0.0
K200,10,YTD_2026,4,0.581423474522222,2.0786937832540526,-0.033540880876144596,0.6015225986614341,2.108472885880124,-0.033540880876144596,0.0438523780383111,0.2684320976377601,-0.04611875425348233,0.44758800968263035,3.218589932676514,0.0,-1.1398961494224613,0.13383546483959163,-0.033540880876144596,-0.029779102626071197,-0.02009912413921211,0.75,1.0,0.0,0.75,11.025,0.0
KOSDAQ,10,YTD_2026,4,0.25831586703287956,1.8570159130926054,-0.0072029446928632,0.4203190836142192,2.0079739550358955,-0.0072029446928632,0.7491292455441254,2.624401129219566,-0.020182554883436454,0.35271358515920936,2.8047603829741363,-0.01114308345845183,-0.9477444698815309,-0.0943977181263298,0.00394013876558863,-0.1509580419432901,-0.16200321658133965,0.5,0.75,0.0,0.5,9.45,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,4,0.3292623125165508,4.180021569237162,0.0,0.3261665248669403,4.119868586616914,0.0,0.6680134638598176,3.0245204737189693,-0.008778020805803366,0.2828730582623422,2.96081382296115,-0.008290406828556196,1.2192077462760125,0.04638925425420859,0.008290406828556196,0.06015298262024871,0.003095787649610493,0.25,0.25,0.0,0.25,4.725,0.0
KOSPI_ALL,10,YTD_2026,4,0.5391571611460786,2.0975829130698607,-0.03292549399772493,0.7075009006391944,2.2908846330390773,-0.03292549399772493,0.34700379099468237,1.4628975049749167,-0.04003281763822175,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,-0.4858977790953136,0.20183495144918107,-0.031825732127496176,-0.19330171996921663,-0.16834373949311576,0.75,1.0,0.0,0.75,11.025,0.0
KOSPI_EX_K200,10,YTD_2026,4,0.40121400044323896,2.0268231924658173,-0.024402443015319464,0.40604497113053495,2.07356338064404,-0.0226378972567437,0.3402963629475211,1.3928405913826902,-0.0517033849306453,0.09628607605010986,0.8131294328196278,-0.03853855760883207,1.2136937596461896,0.3049279243931291,0.014136114593512605,-0.046740188178222564,-0.004830970687295988,0.5,0.75,0.0,0.5,7.875,0.0
KOSPI_KOSDAQ_ALL,10,YTD_2026,4,0.3571635512175595,2.3840391169471977,-0.02674119381565465,0.14958046845837836,1.3058476856870314,-0.02674119381565465,-0.0891806002366784,-1.911331306591561,-0.027241193815654707,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-1.2681018643428525,-0.00034694594234108145,-0.026503376548923985,1.0781914312601664,0.20758308275918114,0.75,1.0,0.25,0.5,7.875,0.0
K200,30,DEV_2020_2022,38,0.048008293039447425,0.4839345649416873,-0.08966109222424845,0.025402390585092194,0.26109020636524566,-0.20617060016814615,0.0048417340188671165,0.10588719962320403,-0.14160561064803034,0.06827132347523568,0.9215249775433709,-0.06132276546491944,-0.43759041260168363,-0.020263030435788254,-0.028338326759329013,0.22284435857644164,0.02260590245435523,0.39473684210526316,0.7631578947368421,0.02631578947368421,0.3684210526315789,5.885526315789473,0.16578947368421051
KOSDAQ,30,DEV_2020_2022,38,0.06161356071161661,1.0025215382103436,-0.04776450012547706,0.04346273880160245,0.40242816575792223,-0.11559458786152976,0.05538682304663811,0.4366446926162872,-0.17844771537798654,0.041450262265989135,0.6867871598105947,-0.10032032873074759,0.31573437839974894,0.020163298445627476,0.05255582860527053,0.6000933724524213,0.01815082191001416,0.21052631578947367,0.8157894736842105,0.0,0.21052631578947367,3.4815789473684213,0.16578947368421051
KOSDAQ_PLUS_KOSPI_EX_K200,30,DEV_2020_2022,38,0.05169560977195409,0.5021034152259224,-0.1167137788348438,0.0842907686558314,0.7391583749759177,-0.08240728005055253,0.06418430391562713,0.527831538433129,-0.13970052109081565,0.05981285107347367,0.905060457419607,-0.08721308188926813,-0.40295704219368456,-0.008117241301519584,-0.029500696945575666,-0.23705495974999535,-0.03259515888387732,0.34210526315789475,0.7368421052631579,0.0,0.34210526315789475,5.139473684210526,0.16578947368421051
KOSPI_ALL,30,DEV_2020_2022,38,0.054030639505424416,0.8317859242250046,-0.06389725503040222,0.04584641113570509,0.5592338467250699,-0.09370346124486051,0.016065493153516464,0.1831180873891387,-0.16450986057543715,0.0673225288250745,1.0918942969137404,-0.04072532130981732,-0.26010837268873577,-0.013291889319650085,-0.023171933720584903,0.2725520774999347,0.008184228369719326,0.23684210526315788,0.5526315789473685,0.07894736842105263,0.15789473684210525,3.6473684210526316,0.16578947368421051
KOSPI_EX_K200,30,DEV_2020_2022,31,-0.0348825003467933,-0.1569432022337273,-0.14050983042473553,0.028895580923880226,0.2545604740732039,-0.1324569578937128,0.13054641090613894,0.8185934408577784,-0.16814657336216587,0.08352209351311046,0.9812761219459062,-0.06475484058299597,-1.1382193241796335,-0.11840459385990376,-0.07575498984173956,-0.4115036763069312,-0.06377808127067353,0.3225806451612903,0.6774193548387096,0.12903225806451613,0.1935483870967742,4.775806451612903,0.2032258064516129
KOSPI_KOSDAQ_ALL,30,DEV_2020_2022,38,0.04538483017410666,0.52757463663365,-0.08058521112854644,-0.00041373009568579366,0.049335183667677814,-0.12721866885235766,-0.0046785605905249605,0.04929064138887898,-0.22016544697137075,0.07486327521835778,1.224115206930817,-0.03081420934002399,-0.696540570297167,-0.029478445044251123,-0.04977100178852245,0.4782394529659722,0.045798560269792454,0.2894736842105263,0.6578947368421053,0.02631578947368421,0.2631578947368421,4.807894736842106,0.16578947368421051
K200,30,CONFIRM_2023_2024,24,0.122395009255728,1.356460603691638,-0.052845155931258825,0.19673742533723027,1.2501451030415303,-0.049690544644882206,0.06562635864929134,0.4965512755988041,-0.11667187762722042,0.10812552676521658,1.4845132388569693,-0.03179925204880618,-0.12805263516533127,0.01426948249051141,-0.021045903882452643,0.10631550065010775,-0.07434241608150227,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.25,5.38125,0.0
KOSDAQ,30,CONFIRM_2023_2024,24,0.24337609060373988,1.4126338901086266,-0.05053505233526456,0.21370503899065407,1.2670194739562346,-0.05855326383144632,0.013064971151124816,0.15558577572588042,-0.18587003128117197,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.8718329852517799,0.20507949307181605,0.016033866446561462,0.145614416152392,0.029671051613085808,0.3333333333333333,0.7083333333333334,0.08333333333333333,0.25,5.25,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,30,CONFIRM_2023_2024,24,0.1512788124522586,1.4870443788021168,-0.0383495126227853,0.11942317814683401,0.9753081316465136,-0.07295301257926545,0.024879654295474785,0.21138827477205388,-0.24196096663774858,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.7350860954023278,0.10406067864066282,0.035422583078814074,0.5117362471556032,0.031855634305424596,0.375,0.7916666666666666,0.08333333333333333,0.2916666666666667,5.5125,0.0
KOSPI_ALL,30,CONFIRM_2023_2024,24,0.0912252823091555,1.0911430849562764,-0.05471192699793248,0.10904888380814515,1.0574202262320824,-0.061237414076365626,0.1446302780210993,0.8747125448453841,-0.10081852901880761,0.08517826364566328,1.2527517412988858,-0.04634863422223201,-0.16160865634260935,0.006047018663492221,-0.00836329277570047,0.033722858724194005,-0.01782360149898965,0.2916666666666667,0.625,0.125,0.16666666666666666,4.725,0.0
KOSPI_EX_K200,30,CONFIRM_2023_2024,25,0.013094922211236204,0.17178422970299015,-0.09435159362317302,0.0013781533336603147,0.06899902292010827,-0.11411761733968961,0.04998777503142571,0.39696513996814076,-0.10364068124988213,0.04150157101952545,0.49129305351427915,-0.07632756727463941,-0.319508823811289,-0.028406648808289248,-0.018024026348533617,0.10278520678288187,0.01171676887757589,0.24,0.56,0.12,0.12,3.528,0.0
KOSPI_KOSDAQ_ALL,30,CONFIRM_2023_2024,24,0.14118492622892553,1.8203908102665018,-0.037800872508489625,0.04560634637037819,0.5317326576561653,-0.05359685757203647,0.07262266052117838,0.4476068240086872,-0.16909941636776693,0.08586290337055691,1.3362574655534307,-0.05492402082378045,0.4841333447130711,0.055322022858368625,0.017123148315290826,1.2886581526103367,0.09557857985854734,0.3333333333333333,0.7916666666666666,0.041666666666666664,0.2916666666666667,5.7749999999999995,0.0
